Depth,Density
740.36,2.28
740.51,2.3
740.66,2.31
740.82,2.23
740.97,2.05
741.12,1.9
741.27,1.81
741.43,1.78
741.58,1.79
741.73,1.8
741.88,1.8
742.04,1.83
742.19,1.92
742.34,2.06
742.49,2.23
742.65,2.35
742.8,2.38
742.95,2.36
743.1,2.33
743.25,2.31
743.41,2.27
743.56,2.21
743.71,2.13
743.86,2.07
744.02,2.02
744.17,1.99
744.32,2
744.47,2.02
744.63,2.04
744.78,2.06
744.93,2.1
745.08,2.15
745.24,2.19
745.39,2.09
745.54,1.89
745.69,1.73
745.85,1.64
746,1.63
746.15,1.66
746.3,1.72
746.46,1.8
746.61,1.91
746.76,2.07
746.91,2.17
747.06,2.09
747.22,1.89
747.37,1.73
747.52,1.62
747.67,1.6
747.83,1.6
747.98,1.6
748.13,1.6
748.28,1.6
748.44,1.6
748.59,1.62
748.74,1.74
748.89,1.84
749.05,1.87
749.2,1.84
749.35,1.79
749.5,1.75
749.66,1.71
749.81,1.7
749.96,1.72
750.11,1.75
750.27,1.76
750.42,1.76
750.57,1.75
750.72,1.72
750.87,1.64
751.03,1.6
751.18,1.6
751.33,1.6
751.48,1.6
751.64,1.6
751.79,1.6
751.94,1.6
752.09,1.6
752.25,1.6
752.4,1.6
752.55,1.6
752.7,1.6
752.86,1.6
753.01,1.63
753.16,1.74
753.31,1.87
753.47,2
753.62,2.19
753.77,2.37
753.92,2.41
754.08,2.35
754.23,2.29
754.38,2.23
754.53,2.22
754.68,2.29
754.84,2.38
754.99,2.45
755.14,2.45
755.29,2.39
755.45,2.32
755.6,2.28
755.75,2.29
755.9,2.34
756.06,2.42
756.21,2.49
756.36,2.54
756.51,2.56
756.67,2.57
756.82,2.58
756.97,2.57
757.12,2.56
757.28,2.55
757.43,2.55
757.58,2.58
757.73,2.61
757.89,2.62
758.04,2.6
758.19,2.55
758.34,2.5
758.49,2.48
758.65,2.48
758.8,2.51
758.95,2.54
759.1,2.55
759.26,2.53
759.41,2.49
759.56,2.45
759.71,2.43
759.87,2.39
760.02,2.35
760.17,2.33
760.32,2.34
760.48,2.39
760.63,2.48
760.78,2.57
760.93,2.63
761.09,2.68
761.24,2.74
761.39,2.78
761.54,2.79
761.7,2.76
761.85,2.71
762,2.64
762.15,2.56
762.3,2.5
762.46,2.46
762.61,2.44
762.76,2.46
762.91,2.45
763.07,2.36
763.22,2.2
763.37,2.07
763.52,2.02
763.68,2.03
763.83,2.06
763.98,2.05
764.13,1.97
764.29,1.86
764.44,1.78
764.59,1.75
764.74,1.74
764.9,1.77
765.05,1.8
765.2,1.79
765.35,1.75
765.51,1.68
765.66,1.61
765.81,1.6
765.96,1.6
766.11,1.6
766.27,1.6
766.42,1.6
766.57,1.6
766.72,1.6
766.88,1.6
767.03,1.69
767.18,1.87
767.33,2.04
767.49,2.09
767.64,2.02
767.79,1.91
767.94,1.76
768.1,1.62
768.25,1.6
768.4,1.6
768.55,1.6
768.71,1.65
768.86,1.71
769.01,1.72
769.16,1.72
769.32,1.76
769.47,1.86
769.62,1.96
769.77,1.97
769.92,1.93
770.08,1.91
770.23,1.89
770.38,1.82
770.53,1.7
770.69,1.62
770.84,1.6
770.99,1.66
771.14,1.79
771.3,1.92
771.45,2
771.6,2.04
771.75,2.08
771.91,2.14
772.06,2.22
772.21,2.28
772.36,2.21
772.52,2.04
772.67,1.91
772.82,1.86
772.97,1.87
773.13,1.87
773.28,1.82
773.43,1.75
773.58,1.72
773.73,1.79
773.89,1.97
774.04,2.22
774.19,2.42
774.34,2.54
774.5,2.6
774.65,2.63
774.8,2.64
774.95,2.65
775.11,2.66
775.26,2.66
775.41,2.66
775.56,2.65
775.72,2.64
775.87,2.64
776.02,2.64
776.17,2.65
776.33,2.65
776.48,2.64
776.63,2.6
776.78,2.55
776.94,2.49
777.09,2.46
777.24,2.48
777.39,2.54
777.54,2.61
777.7,2.66
777.85,2.67
778,2.66
778.15,2.64
778.31,2.63
778.46,2.62
778.61,2.62
778.76,2.62
778.92,2.6
779.07,2.55
779.22,2.48
779.37,2.43
779.53,2.39
779.68,2.37
779.83,2.36
779.98,2.35
780.14,2.33
780.29,2.29
780.44,2.23
780.59,2.2
780.75,2.22
780.9,2.32
781.05,2.47
781.2,2.61
781.35,2.69
781.51,2.72
781.66,2.72
781.81,2.73
781.96,2.75
782.12,2.77
782.27,2.79
782.42,2.79
782.57,2.79
782.73,2.77
782.88,2.74
783.03,2.7
783.18,2.61
783.34,2.44
783.49,2.25
783.64,2.15
783.79,2.13
783.95,2.2
784.1,2.33
784.25,2.46
784.4,2.52
784.56,2.54
784.71,2.53
784.86,2.48
785.01,2.38
785.16,2.22
785.32,2.04
785.47,1.89
785.62,1.82
785.77,1.8
785.93,1.83
786.08,1.92
786.23,2.04
786.38,2.19
786.54,2.34
786.69,2.48
786.84,2.56
786.99,2.58
787.15,2.57
787.3,2.51
787.45,2.38
787.6,2.22
787.76,2.08
787.91,2
788.06,1.95
788.21,1.87
788.37,1.77
788.52,1.7
788.67,1.68
788.82,1.72
788.97,1.82
789.13,1.94
789.28,2.03
789.43,2.12
789.58,2.21
789.74,2.27
789.89,2.3
790.04,2.32
790.19,2.31
790.35,2.25
790.5,2.2
790.65,2.19
790.8,2.24
790.96,2.35
791.11,2.52
791.26,2.66
791.41,2.69
791.57,2.68
791.72,2.65
791.87,2.61
792.02,2.58
792.18,2.57
792.33,2.57
792.48,2.6
792.63,2.63
792.78,2.65
792.94,2.67
793.09,2.68
793.24,2.67
793.39,2.66
793.55,2.65
793.7,2.63
793.85,2.62
794,2.62
794.16,2.6
794.31,2.59
794.46,2.58
794.61,2.57
794.77,2.55
794.92,2.48
795.07,2.31
795.22,2.18
795.38,2.14
795.53,2.11
795.68,2.05
795.83,1.99
795.99,1.94
796.14,1.94
796.29,2.03
796.44,2.21
796.59,2.44
796.75,2.6
796.9,2.67
797.05,2.69
797.2,2.68
797.36,2.67
797.51,2.66
797.66,2.62
797.81,2.51
797.97,2.32
798.12,2.16
798.27,2.09
798.42,2.11
798.58,2.22
798.73,2.39
798.88,2.51
799.03,2.52
799.19,2.48
799.34,2.39
799.49,2.24
799.64,2.01
799.8,1.79
799.95,1.68
800.1,1.66
800.25,1.73
800.4,1.87
800.56,1.98
800.71,1.91
800.86,1.73
801.01,1.63
801.17,1.65
801.32,1.74
801.47,1.9
801.62,2.01
801.78,2.02
801.93,1.98
802.08,1.95
802.23,1.98
802.39,2.07
802.54,2.17
802.69,2.3
802.84,2.48
803,2.62
803.15,2.69
803.3,2.68
803.45,2.62
803.61,2.51
803.76,2.4
803.91,2.34
804.06,2.35
804.21,2.42
804.37,2.54
804.52,2.65
804.67,2.72
804.82,2.77
804.98,2.8
805.13,2.81
805.28,2.82
805.43,2.81
805.59,2.8
805.74,2.77
805.89,2.68
806.04,2.47
806.2,2.23
806.35,2.06
806.5,1.98
806.65,1.99
806.81,2.07
806.96,2.16
807.11,2.2
807.26,2.15
807.42,2.05
807.57,1.92
807.72,1.79
807.87,1.7
808.02,1.64
808.18,1.6
808.33,1.6
808.48,1.62
808.63,1.68
808.79,1.76
808.94,1.85
809.09,1.89
809.24,1.92
809.4,1.96
809.55,2.06
809.7,2.24
809.85,2.42
810.01,2.51
810.16,2.53
810.31,2.53
810.46,2.48
810.62,2.39
810.77,2.25
810.92,2.12
811.07,2.02
811.23,1.94
811.38,1.9
811.53,1.9
811.68,1.96
811.83,2.06
811.99,2.18
812.14,2.26
812.29,2.25
812.44,2.16
812.6,2.04
812.75,1.95
812.9,1.9
813.05,1.89
813.21,1.91
813.36,1.95
813.51,1.98
813.66,1.99
813.82,1.99
813.97,1.97
814.12,1.9
814.27,1.82
814.43,1.77
814.58,1.77
814.73,1.82
814.88,1.93
815.04,2.06
815.19,2.16
815.34,2.22
815.49,2.21
815.64,2.1
815.8,1.9
815.95,1.72
816.1,1.61
816.25,1.6
816.41,1.6
816.56,1.6
816.71,1.63
816.86,1.7
817.02,1.79
817.17,1.86
817.32,1.92
817.47,1.98
817.63,2.08
817.78,2.25
817.93,2.44
818.08,2.54
818.24,2.52
818.39,2.4
818.54,2.26
818.69,2.14
818.85,2.08
819,2.04
819.15,2
819.3,1.96
819.45,1.9
819.61,1.84
819.76,1.81
819.91,1.79
820.06,1.76
820.22,1.72
820.37,1.69
820.52,1.67
820.67,1.67
820.83,1.68
820.98,1.67
821.13,1.67
821.28,1.7
821.44,1.8
821.59,1.94
821.74,1.99
821.89,1.92
822.05,1.87
822.2,1.87
822.35,1.92
822.5,2.01
822.66,2.08
822.81,2.13
822.96,2.21
823.11,2.29
823.26,2.37
823.42,2.47
823.57,2.56
823.72,2.63
823.87,2.66
824.03,2.66
824.18,2.67
824.33,2.67
824.48,2.67
824.64,2.67
824.79,2.67
824.94,2.66
825.09,2.64
825.25,2.63
825.4,2.61
825.55,2.59
825.7,2.58
825.86,2.57
826.01,2.57
826.16,2.57
826.31,2.59
826.47,2.62
826.62,2.63
826.77,2.64
826.92,2.65
827.07,2.66
827.23,2.66
827.38,2.66
827.53,2.66
827.68,2.64
827.84,2.63
827.99,2.61
828.14,2.6
828.29,2.59
828.45,2.58
828.6,2.59
828.75,2.59
828.9,2.6
829.06,2.61
829.21,2.62
829.36,2.63
829.51,2.63
829.67,2.63
829.82,2.62
829.97,2.6
830.12,2.57
830.28,2.55
830.43,2.54
830.58,2.53
830.73,2.53
830.88,2.53
831.04,2.54
831.19,2.56
831.34,2.58
831.49,2.6
831.65,2.61
831.8,2.62
831.95,2.61
832.1,2.61
832.26,2.61
832.41,2.62
832.56,2.65
832.71,2.67
832.87,2.68
833.02,2.68
833.17,2.66
833.32,2.65
833.48,2.64
833.63,2.63
833.78,2.59
833.93,2.52
834.09,2.42
834.24,2.3
834.39,2.21
834.54,2.14
834.69,2.07
834.85,2.03
835,2.01
835.15,2.03
835.3,2.08
835.46,2.16
835.61,2.21
835.76,2.22
835.91,2.2
836.07,2.16
836.22,2.12
836.37,2.1
836.52,2.1
836.68,2.11
836.83,2.1
836.98,2.08
837.13,2.05
837.29,2.01
837.44,1.98
837.59,1.97
837.74,1.99
837.9,2.04
838.05,2.08
838.2,2.04
838.35,1.97
838.5,1.92
838.66,1.89
838.81,1.88
838.96,1.9
839.11,1.93
839.27,1.97
839.42,2
839.57,2.01
839.72,2.01
839.88,2.01
840.03,2.07
840.18,2.21
840.33,2.36
840.49,2.47
840.64,2.49
840.79,2.43
840.94,2.35
841.1,2.28
841.25,2.22
841.4,2.15
841.55,2.12
841.71,2.16
841.86,2.25
842.01,2.4
842.16,2.53
842.31,2.5
842.47,2.29
842.62,2.09
842.77,1.97
842.92,1.9
843.08,1.88
843.23,1.91
843.38,1.95
843.53,1.97
843.69,1.97
843.84,1.93
843.99,1.9
844.14,1.88
844.3,1.86
844.45,1.82
844.6,1.78
844.75,1.74
844.91,1.73
845.06,1.73
845.21,1.74
845.36,1.75
845.52,1.73
845.67,1.72
845.82,1.71
845.97,1.73
846.12,1.76
846.28,1.8
846.43,1.81
846.58,1.79
846.73,1.77
846.89,1.78
847.04,1.83
847.19,1.92
847.34,2
847.5,2.05
847.65,2.06
847.8,2.05
847.95,2.06
848.11,2.1
848.26,2.15
848.41,2.16
848.56,2.15
848.72,2.14
848.87,2.15
849.02,2.2
849.17,2.27
849.33,2.3
849.48,2.23
849.63,2.12
849.78,2.03
849.93,2
850.09,2
850.24,2.01
850.39,2
850.54,1.98
850.7,1.97
850.85,1.98
851,2.01
851.15,2.08
851.31,2.18
851.46,2.29
851.61,2.36
851.76,2.34
851.92,2.26
852.07,2.18
852.22,2.09
852.37,2
852.53,1.95
852.68,1.93
852.83,1.95
852.98,1.99
853.14,2.04
853.29,2.08
853.44,2.12
853.59,2.13
853.74,2.13
853.9,2.15
854.05,2.2
854.2,2.29
854.35,2.43
854.51,2.57
854.66,2.63
854.81,2.58
854.96,2.48
855.12,2.37
855.27,2.28
855.42,2.15
855.57,2.01
855.73,1.91
855.88,1.87
856.03,1.92
856.18,2.04
856.34,2.2
856.49,2.31
856.64,2.35
856.79,2.36
856.95,2.38
857.1,2.36
857.25,2.23
857.4,2.06
857.55,1.93
857.71,1.86
857.86,1.86
858.01,1.9
858.16,1.9
858.32,1.88
858.47,1.87
858.62,1.88
858.77,1.85
858.93,1.79
859.08,1.67
859.23,1.6
859.38,1.6
859.54,1.6
859.69,1.6
859.84,1.6
859.99,1.6
860.15,1.6
860.3,1.6
860.45,1.6
860.6,1.6
860.76,1.6
860.91,1.6
861.06,1.65
861.21,1.82
861.36,1.94
861.52,1.98
861.67,2.01
861.82,2.03
861.97,2.04
862.13,2.01
862.28,1.97
862.43,1.91
862.58,1.86
862.74,1.79
862.89,1.69
863.04,1.61
863.19,1.6
863.35,1.6
863.5,1.6
863.65,1.62
863.8,1.66
863.96,1.71
864.11,1.79
864.26,1.9
864.41,2.01
864.57,2.09
864.72,2.15
864.87,2.29
865.02,2.47
865.17,2.58
865.33,2.62
865.48,2.63
865.63,2.65
865.78,2.68
865.94,2.72
866.09,2.73
866.24,2.73
866.39,2.72
866.55,2.71
866.7,2.69
866.85,2.68
867,2.67
867.16,2.68
867.31,2.68
867.46,2.68
867.61,2.67
867.77,2.67
867.92,2.66
868.07,2.65
868.22,2.64
868.38,2.63
868.53,2.62
868.68,2.62
868.83,2.63
868.98,2.62
869.14,2.57
869.29,2.47
869.44,2.37
869.59,2.31
869.75,2.3
869.9,2.33
870.05,2.37
870.2,2.37
870.36,2.36
870.51,2.37
870.66,2.42
870.81,2.51
870.97,2.59
871.12,2.55
871.27,2.44
871.42,2.34
871.58,2.29
871.73,2.29
871.88,2.31
872.03,2.33
872.19,2.34
872.34,2.35
872.49,2.35
872.64,2.32
872.79,2.23
872.95,2.12
873.1,2.05
873.25,2.04
873.4,2.1
873.56,2.21
873.71,2.32
873.86,2.33
874.01,2.23
874.17,2.12
874.32,2.04
874.47,1.98
874.62,1.93
874.78,1.84
874.93,1.71
875.08,1.6
875.23,1.6
875.39,1.6
875.54,1.6
875.69,1.67
875.84,1.79
876,1.9
876.15,1.94
876.3,1.93
876.45,1.91
876.6,1.94
876.76,1.98
876.91,1.97
877.06,1.9
877.21,1.87
877.37,1.9
877.52,2.05
877.67,2.31
877.82,2.54
877.98,2.63
878.13,2.66
878.28,2.66
878.43,2.66
878.59,2.66
878.74,2.67
878.89,2.67
879.04,2.68
879.2,2.67
879.35,2.64
879.5,2.61
879.65,2.57
879.81,2.54
879.96,2.52
880.11,2.51
880.26,2.5
880.41,2.5
880.57,2.48
880.72,2.47
880.87,2.45
881.02,2.45
881.18,2.46
881.33,2.46
881.48,2.46
881.63,2.44
881.79,2.42
881.94,2.4
882.09,2.38
882.24,2.36
882.4,2.35
882.55,2.35
882.7,2.35
882.85,2.36
883.01,2.36
883.16,2.36
883.31,2.36
883.46,2.36
883.62,2.36
883.77,2.34
883.92,2.27
884.07,2.18
884.22,2.1
884.38,2.02
884.53,1.93
884.68,1.87
884.83,1.83
884.99,1.85
885.14,1.92
885.29,2.01
885.44,2.05
885.6,2
885.75,1.86
885.9,1.74
886.05,1.67
886.21,1.66
886.36,1.68
886.51,1.73
886.66,1.8
886.82,1.89
886.97,2
887.12,2.14
887.27,2.28
887.43,2.41
887.58,2.52
887.73,2.6
887.88,2.64
888.03,2.63
888.19,2.6
888.34,2.56
888.49,2.51
888.64,2.45
888.8,2.38
888.95,2.33
889.1,2.31
889.25,2.36
889.41,2.46
889.56,2.59
889.71,2.67
889.86,2.62
890.02,2.43
890.17,2.23
890.32,2.08
890.47,1.95
890.63,1.84
890.78,1.76
890.93,1.72
891.08,1.72
891.24,1.77
891.39,1.83
891.54,1.84
891.69,1.8
891.84,1.72
892,1.65
892.15,1.61
892.3,1.61
892.45,1.63
892.61,1.69
892.76,1.75
892.91,1.8
893.06,1.84
893.22,1.8
893.37,1.71
893.52,1.6
893.67,1.6
893.83,1.6
893.98,1.6
894.13,1.6
894.28,1.74
894.44,1.96
894.59,2.17
894.74,2.34
894.89,2.46
895.05,2.54
895.2,2.56
895.35,2.54
895.5,2.53
895.65,2.52
895.81,2.51
895.96,2.51
896.11,2.51
896.26,2.51
896.42,2.51
896.57,2.51
896.72,2.5
896.87,2.49
897.03,2.43
897.18,2.31
897.33,2.21
897.48,2.13
897.64,2.03
897.79,1.9
897.94,1.78
898.09,1.7
898.25,1.67
898.4,1.72
898.55,1.82
898.7,1.93
898.86,2
899.01,2.05
899.16,2.07
899.31,2.12
899.46,2.19
899.62,2.25
899.77,2.22
899.92,2.08
900.07,1.91
900.23,1.81
900.38,1.76
900.53,1.77
900.68,1.78
900.84,1.79
900.99,1.8
901.14,1.81
901.29,1.83
901.45,1.86
901.6,1.9
901.75,1.9
901.9,1.88
902.06,1.86
902.21,1.85
902.36,1.87
902.51,1.89
902.67,1.9
902.82,1.87
902.97,1.8
903.12,1.72
903.27,1.66
903.43,1.62
903.58,1.6
903.73,1.6
903.88,1.6
904.04,1.6
904.19,1.6
904.34,1.67
904.49,1.77
904.65,1.82
904.8,1.85
904.95,1.94
905.1,2.11
905.26,2.29
905.41,2.38
905.56,2.36
905.71,2.31
905.87,2.3
906.02,2.33
906.17,2.37
906.32,2.39
906.48,2.39
906.63,2.4
906.78,2.4
906.93,2.36
907.08,2.27
907.24,2.17
907.39,2.11
907.54,2.09
907.69,2.1
907.85,2.14
908,2.19
908.15,2.23
908.3,2.2
908.46,2.09
908.61,1.96
908.76,1.87
908.91,1.83
909.07,1.82
909.22,1.84
909.37,1.87
909.52,1.91
909.68,1.94
909.83,1.93
909.98,1.88
910.13,1.81
910.29,1.78
910.44,1.79
910.59,1.82
910.74,1.87
910.89,1.92
911.05,1.97
911.2,2.02
911.35,2.02
911.5,1.96
911.66,1.87
911.81,1.82
911.96,1.81
912.11,1.85
912.27,1.89
912.42,1.87
912.57,1.82
912.72,1.78
912.88,1.76
913.03,1.77
913.18,1.84
913.33,1.94
913.49,2.11
913.64,2.38
913.79,2.62
913.94,2.72
914.1,2.74
914.25,2.75
914.4,2.76
914.55,2.77
914.7,2.76
914.86,2.69
915.01,2.55
915.16,2.41
915.31,2.31
915.47,2.26
915.62,2.24
915.77,2.24
915.92,2.2
916.08,2.13
916.23,2.05
916.38,1.98
916.53,1.93
916.69,1.89
916.84,1.85
916.99,1.82
917.14,1.84
917.3,1.91
917.45,2.04
917.6,2.2
917.75,2.32
917.91,2.36
918.06,2.29
918.21,2.13
918.36,1.97
918.51,1.88
918.67,1.83
918.82,1.81
918.97,1.79
919.12,1.73
919.28,1.62
919.43,1.6
919.58,1.6
919.73,1.6
919.89,1.6
920.04,1.6
920.19,1.6
920.34,1.6
920.5,1.6
920.65,1.69
920.8,1.76
920.95,1.72
921.11,1.61
921.26,1.6
921.41,1.6
921.56,1.6
921.72,1.62
921.87,1.6
922.02,1.6
922.17,1.6
922.32,1.6
922.48,1.63
922.63,1.72
922.78,1.8
922.93,1.84
923.09,1.82
923.24,1.76
923.39,1.71
923.54,1.71
923.7,1.74
923.85,1.8
924,1.83
924.15,1.83
924.31,1.81
924.46,1.77
924.61,1.72
924.76,1.68
924.92,1.67
925.07,1.71
925.22,1.78
925.37,1.85
925.53,1.9
925.68,1.91
925.83,1.87
925.98,1.82
926.13,1.79
926.29,1.81
926.44,1.87
926.59,1.96
926.74,2.07
926.9,2.15
927.05,2.17
927.2,2.16
927.35,2.13
927.51,2.09
927.66,2.05
927.81,2.02
927.96,1.99
928.12,1.97
928.27,1.98
928.42,2.02
928.57,2.09
928.73,2.14
928.88,2.16
929.03,2.18
929.18,2.2
929.34,2.22
929.49,2.23
929.64,2.22
929.79,2.14
929.94,2.02
930.1,1.92
930.25,1.89
930.4,1.94
930.55,2.09
930.71,2.31
930.86,2.51
931.01,2.63
931.16,2.67
931.32,2.67
931.47,2.67
931.62,2.66
931.77,2.64
931.93,2.61
932.08,2.59
932.23,2.57
932.38,2.58
932.54,2.6
932.69,2.63
932.84,2.65
932.99,2.66
933.15,2.66
933.3,2.66
933.45,2.66
933.6,2.65
933.75,2.63
933.91,2.6
934.06,2.54
934.21,2.46
934.36,2.4
934.52,2.37
934.67,2.39
934.82,2.46
934.97,2.54
935.13,2.62
935.28,2.67
935.43,2.69
935.58,2.68
935.74,2.66
935.89,2.64
936.04,2.63
936.19,2.63
936.35,2.62
936.5,2.63
936.65,2.63
936.8,2.64
936.96,2.65
937.11,2.66
937.26,2.64
937.41,2.61
937.56,2.58
937.72,2.56
937.87,2.58
938.02,2.45
938.17,2.07
938.33,1.73
938.48,1.6
938.63,1.6
938.78,1.6
938.94,1.6
939.09,1.61
939.24,1.75
939.39,1.95
939.55,2.14
939.7,2.27
939.85,2.35
940,2.43
940.16,2.5
940.31,2.42
940.46,2.15
940.61,1.91
940.77,1.78
940.92,1.73
941.07,1.76
941.22,1.89
941.37,2.11
941.53,2.36
941.68,2.55
941.83,2.65
941.98,2.69
942.14,2.69
942.29,2.7
942.44,2.69
942.59,2.67
942.75,2.66
942.9,2.59
943.05,2.36
943.2,2.04
943.36,1.74
943.51,1.6
943.66,1.6
943.81,1.6
943.97,1.6
944.12,1.62
944.27,1.71
944.42,1.82
944.58,1.95
944.73,2.05
944.88,2.08
945.03,2.05
945.18,2.02
945.34,2.01
945.49,2
945.64,1.93
945.79,1.82
945.95,1.74
946.1,1.73
946.25,1.78
946.4,1.91
946.56,2.04
946.71,2.05
946.86,1.94
947.01,1.82
947.17,1.72
947.32,1.66
947.47,1.62
947.62,1.6
947.78,1.6
947.93,1.6
948.08,1.61
948.23,1.71
948.39,1.85
948.54,2
948.69,2.07
948.84,2.04
948.99,1.96
949.15,1.92
949.3,1.94
949.45,2.02
949.6,2.15
949.76,2.25
949.91,2.28
950.06,2.28
950.21,2.25
950.37,2.14
950.52,2
950.67,1.89
950.82,1.81
950.98,1.73
951.13,1.65
951.28,1.6
951.43,1.6
951.59,1.6
951.74,1.6
951.89,1.6
952.04,1.6
952.2,1.6
952.35,1.62
952.5,1.76
952.65,1.97
952.8,2.17
952.96,2.32
953.11,2.42
953.26,2.5
953.41,2.55
953.57,2.55
953.72,2.48
953.87,2.41
954.02,2.38
954.18,2.37
954.33,2.41
954.48,2.5
954.63,2.59
954.79,2.64
954.94,2.65
955.09,2.65
955.24,2.62
955.4,2.59
955.55,2.6
955.7,2.63
955.85,2.66
956.01,2.67
956.16,2.66
956.31,2.62
956.46,2.61
956.61,2.63
956.77,2.65
956.92,2.66
957.07,2.63
957.22,2.56
957.38,2.51
957.53,2.51
957.68,2.54
957.83,2.59
957.99,2.66
958.14,2.7
958.29,2.71
958.44,2.7
958.6,2.69
958.75,2.68
958.9,2.67
959.05,2.67
959.21,2.67
959.36,2.67
959.51,2.67
959.66,2.67
959.82,2.65
959.97,2.63
960.12,2.61
960.27,2.6
960.42,2.6
960.58,2.62
960.73,2.64
960.88,2.65
961.03,2.66
961.19,2.65
961.34,2.65
961.49,2.64
961.64,2.64
961.8,2.64
961.95,2.64
962.1,2.64
962.25,2.64
962.41,2.64
962.56,2.64
962.71,2.64
962.86,2.64
963.02,2.65
963.17,2.67
963.32,2.68
963.47,2.68
963.63,2.66
963.78,2.64
963.93,2.6
964.08,2.56
964.23,2.55
964.39,2.56
964.54,2.56
964.69,2.5
964.84,2.38
965,2.26
965.15,2.19
965.3,2.2
965.45,2.29
965.61,2.42
965.76,2.52
965.91,2.53
966.06,2.47
966.22,2.41
966.37,2.36
966.52,2.34
966.67,2.31
966.83,2.22
966.98,2.05
967.13,1.91
967.28,1.85
967.44,1.86
967.59,1.94
967.74,2.05
967.89,2.15
968.04,2.23
968.2,2.32
968.35,2.4
968.5,2.48
968.65,2.55
968.81,2.61
968.96,2.64
969.11,2.62
969.26,2.56
969.42,2.49
969.57,2.44
969.72,2.43
969.87,2.46
970.03,2.5
970.18,2.56
970.33,2.62
970.48,2.66
970.64,2.69
970.79,2.7
970.94,2.7
971.09,2.71
971.25,2.71
971.4,2.7
971.55,2.7
971.7,2.69
971.85,2.69
972.01,2.68
972.16,2.68
972.31,2.67
972.46,2.66
972.62,2.66
972.77,2.65
972.92,2.65
973.07,2.65
973.23,2.64
973.38,2.62
973.53,2.54
973.68,2.33
973.84,2.07
973.99,1.88
974.14,1.77
974.29,1.72
974.45,1.7
974.6,1.67
974.75,1.62
974.9,1.6
975.06,1.67
975.21,1.82
975.36,2.08
975.51,2.42
975.66,2.67
975.82,2.74
975.97,2.75
976.12,2.76
976.27,2.77
976.43,2.77
976.58,2.77
976.73,2.76
976.88,2.76
977.04,2.75
977.19,2.71
977.34,2.55
977.49,2.22
977.65,1.91
977.8,1.75
977.95,1.72
978.1,1.79
978.26,1.97
978.41,2.18
978.56,2.31
978.71,2.41
978.87,2.5
979.02,2.55
979.17,2.59
979.32,2.62
979.47,2.64
979.63,2.66
979.78,2.65
979.93,2.62
980.08,2.6
980.24,2.6
980.39,2.61
980.54,2.64
980.69,2.66
980.85,2.67
981,2.67
981.15,2.68
981.3,2.69
981.46,2.69
981.61,2.7
981.76,2.7
981.91,2.7
982.07,2.68
982.22,2.67
982.37,2.64
982.52,2.63
982.68,2.61
982.83,2.6
982.98,2.59
983.13,2.58
983.28,2.57
983.44,2.57
983.59,2.57
983.74,2.57
983.89,2.58
984.05,2.59
984.2,2.61
984.35,2.64
984.5,2.68
984.66,2.7
984.81,2.72
984.96,2.73
985.11,2.72
985.27,2.72
985.42,2.7
985.57,2.69
985.72,2.69
985.88,2.68
986.03,2.68
986.18,2.68
986.33,2.68
986.49,2.68
986.64,2.68
986.79,2.68
986.94,2.68
987.09,2.68
987.25,2.67
987.4,2.66
987.55,2.65
987.7,2.65
987.86,2.65
988.01,2.65
988.16,2.65
988.31,2.65
988.47,2.65
988.62,2.64
988.77,2.63
988.92,2.62
989.08,2.62
989.23,2.62
989.38,2.62
989.53,2.63
989.69,2.63
989.84,2.63
989.99,2.64
990.14,2.64
990.3,2.64
990.45,2.64
990.6,2.64
990.75,2.64
990.9,2.64
991.06,2.65
991.21,2.65
991.36,2.65
991.51,2.64
991.67,2.64
991.82,2.64
991.97,2.63
992.12,2.63
992.28,2.64
992.43,2.64
992.58,2.59
992.73,2.45
992.89,2.35
993.04,2.29
993.19,2.27
993.34,2.33
993.5,2.44
993.65,2.53
993.8,2.58
993.95,2.6
994.11,2.61
994.26,2.62
994.41,2.65
994.56,2.67
994.71,2.67
994.87,2.64
995.02,2.6
995.17,2.55
995.32,2.53
995.48,2.54
995.63,2.58
995.78,2.62
995.93,2.65
996.09,2.67
996.24,2.68
996.39,2.68
996.54,2.65
996.7,2.61
996.85,2.58
997,2.57
997.15,2.58
997.31,2.61
997.46,2.65
997.61,2.68
997.76,2.7
997.92,2.72
998.07,2.71
998.22,2.7
998.37,2.69
998.52,2.67
998.68,2.64
998.83,2.62
998.98,2.61
999.13,2.62
999.29,2.64
999.44,2.67
999.59,2.7
999.74,2.72
999.9,2.72
1000.05,2.71
1000.2,2.69
1000.35,2.64
1000.51,2.59
1000.66,2.56
1000.81,2.56
1000.96,2.58
1001.12,2.62
1001.27,2.66
1001.42,2.68
1001.57,2.7
1001.73,2.71
1001.88,2.72
1002.03,2.72
1002.18,2.71
1002.33,2.69
1002.49,2.68
1002.64,2.66
1002.79,2.64
1002.94,2.6
1003.1,2.57
1003.25,2.54
1003.4,2.52
1003.55,2.51
1003.71,2.5
1003.86,2.49
1004.01,2.5
1004.16,2.53
1004.32,2.58
1004.47,2.64
1004.62,2.68
1004.77,2.71
1004.93,2.73
1005.08,2.74
1005.23,2.74
1005.38,2.74
1005.54,2.72
1005.69,2.69
1005.84,2.66
1005.99,2.64
1006.14,2.62
1006.3,2.59
1006.45,2.54
1006.6,2.51
1006.75,2.51
1006.91,2.55
1007.06,2.6
