Depth,Density
1466.39,2.75
1466.55,2.7
1466.7,2.58
1466.85,2.39
1467,2.2
1467.15,1.97
1467.31,1.75
1467.46,1.6
1467.61,1.6
1467.76,1.6
1467.92,1.63
1468.07,1.82
1468.22,2.08
1468.37,2.31
1468.53,2.45
1468.68,2.56
1468.83,2.64
1468.98,2.69
1469.14,2.73
1469.29,2.75
1469.44,2.74
1469.59,2.7
1469.75,2.66
1469.9,2.63
1470.05,2.64
1470.2,2.67
1470.36,2.71
1470.51,2.72
1470.66,2.69
1470.81,2.63
1470.96,2.59
1471.12,2.58
1471.27,2.61
1471.42,2.65
1471.57,2.7
1471.73,2.72
1471.88,2.71
1472.03,2.7
1472.18,2.68
1472.34,2.66
1472.49,2.65
1472.64,2.65
1472.79,2.64
1472.95,2.63
1473.1,2.62
1473.25,2.63
1473.4,2.64
1473.56,2.65
1473.71,2.67
1473.86,2.68
1474.01,2.68
1474.17,2.68
1474.32,2.68
1474.47,2.67
1474.62,2.66
1474.77,2.58
1474.93,2.42
1475.08,2.24
1475.23,2.12
1475.38,2.09
1475.54,2.13
1475.69,2.21
1475.84,2.26
1475.99,2.25
1476.15,2.18
1476.3,2.11
1476.45,2.05
1476.6,2.02
1476.76,2.04
1476.91,2.12
1477.06,2.24
1477.21,2.42
1477.37,2.6
1477.52,2.71
1477.67,2.74
1477.82,2.73
1477.98,2.7
1478.13,2.66
1478.28,2.61
1478.43,2.56
1478.58,2.51
1478.74,2.47
1478.89,2.41
1479.04,2.33
1479.19,2.25
1479.35,2.21
1479.5,2.22
1479.65,2.29
1479.8,2.41
1479.96,2.53
1480.11,2.61
1480.26,2.63
1480.41,2.61
1480.57,2.57
1480.72,2.54
1480.87,2.54
1481.02,2.56
1481.18,2.61
1481.33,2.64
1481.48,2.65
1481.63,2.63
1481.79,2.63
1481.94,2.63
1482.09,2.64
1482.24,2.65
1482.39,2.65
1482.55,2.64
1482.7,2.64
1482.85,2.62
1483,2.58
1483.16,2.5
1483.31,2.42
1483.46,2.38
1483.61,2.38
1483.77,2.43
1483.92,2.5
1484.07,2.57
1484.22,2.61
1484.38,2.62
1484.53,2.61
1484.68,2.61
1484.83,2.61
1484.99,2.63
1485.14,2.64
1485.29,2.64
1485.44,2.64
1485.6,2.65
1485.75,2.67
1485.9,2.68
1486.05,2.69
1486.2,2.7
1486.36,2.71
1486.51,2.71
1486.66,2.71
1486.81,2.69
1486.97,2.66
1487.12,2.63
1487.27,2.59
1487.42,2.55
1487.58,2.52
1487.73,2.51
1487.88,2.51
1488.03,2.52
1488.19,2.55
1488.34,2.59
1488.49,2.63
1488.64,2.66
1488.8,2.68
1488.95,2.68
1489.1,2.68
1489.25,2.66
1489.41,2.64
1489.56,2.62
1489.71,2.59
1489.86,2.57
1490.01,2.56
1490.17,2.56
1490.32,2.58
1490.47,2.61
1490.62,2.65
1490.78,2.69
1490.93,2.72
1491.08,2.75
1491.23,2.75
1491.39,2.72
1491.54,2.68
1491.69,2.64
1491.84,2.61
1492,2.59
1492.15,2.57
1492.3,2.58
1492.45,2.6
1492.61,2.61
1492.76,2.62
1492.91,2.61
1493.06,2.59
1493.22,2.58
1493.37,2.58
1493.52,2.59
1493.67,2.6
1493.82,2.6
1493.98,2.59
1494.13,2.59
1494.28,2.59
1494.43,2.6
1494.59,2.61
1494.74,2.62
1494.89,2.63
1495.04,2.66
1495.2,2.69
1495.35,2.71
1495.5,2.71
1495.65,2.7
1495.81,2.69
1495.96,2.67
1496.11,2.66
1496.26,2.67
1496.42,2.67
1496.57,2.68
1496.72,2.69
1496.87,2.71
1497.03,2.73
1497.18,2.76
1497.33,2.77
1497.48,2.78
1497.63,2.76
1497.79,2.73
1497.94,2.68
1498.09,2.64
1498.24,2.6
1498.4,2.57
1498.55,2.55
1498.7,2.53
1498.85,2.52
1499.01,2.51
1499.16,2.5
1499.31,2.48
1499.46,2.46
1499.62,2.45
1499.77,2.44
1499.92,2.44
1500.07,2.44
1500.23,2.44
1500.38,2.45
1500.53,2.45
1500.68,2.46
1500.84,2.47
1500.99,2.47
1501.14,2.47
1501.29,2.47
1501.44,2.47
1501.6,2.48
1501.75,2.48
1501.9,2.49
1502.05,2.5
1502.21,2.51
1502.36,2.51
1502.51,2.51
1502.66,2.51
1502.82,2.51
1502.97,2.51
1503.12,2.51
1503.27,2.51
1503.43,2.51
1503.58,2.51
1503.73,2.5
1503.88,2.5
1504.04,2.49
1504.19,2.49
1504.34,2.49
1504.49,2.49
1504.65,2.49
1504.8,2.48
1504.95,2.47
1505.1,2.47
1505.25,2.47
1505.41,2.47
1505.56,2.48
1505.71,2.48
1505.86,2.48
1506.02,2.48
1506.17,2.47
1506.32,2.44
1506.47,2.41
1506.63,2.37
1506.78,2.34
1506.93,2.33
1507.08,2.33
1507.24,2.34
1507.39,2.36
1507.54,2.37
1507.69,2.39
1507.85,2.41
1508,2.43
1508.15,2.44
1508.3,2.46
1508.46,2.45
1508.61,2.44
1508.76,2.42
1508.91,2.42
1509.06,2.42
1509.22,2.43
1509.37,2.45
1509.52,2.47
1509.67,2.48
1509.83,2.49
1509.98,2.5
1510.13,2.5
1510.28,2.5
1510.44,2.51
1510.59,2.51
1510.74,2.52
1510.89,2.53
1511.05,2.55
1511.2,2.56
1511.35,2.56
1511.5,2.56
1511.66,2.54
1511.81,2.53
1511.96,2.52
1512.11,2.52
1512.27,2.53
1512.42,2.53
1512.57,2.53
1512.72,2.52
1512.87,2.52
1513.03,2.53
1513.18,2.53
1513.33,2.53
1513.48,2.53
1513.64,2.52
1513.79,2.51
1513.94,2.51
1514.09,2.52
1514.25,2.53
1514.4,2.54
1514.55,2.55
1514.7,2.55
1514.86,2.54
1515.01,2.54
1515.16,2.54
1515.31,2.54
1515.47,2.53
1515.62,2.53
1515.77,2.52
1515.92,2.52
1516.08,2.51
1516.23,2.51
1516.38,2.51
1516.53,2.51
1516.68,2.52
1516.84,2.52
1516.99,2.52
1517.14,2.52
1517.29,2.51
1517.45,2.5
1517.6,2.5
1517.75,2.5
1517.9,2.5
1518.06,2.51
1518.21,2.51
1518.36,2.51
1518.51,2.51
1518.67,2.51
1518.82,2.5
1518.97,2.5
1519.12,2.5
1519.28,2.49
1519.43,2.49
1519.58,2.48
1519.73,2.48
1519.89,2.48
1520.04,2.49
1520.19,2.51
1520.34,2.52
1520.49,2.54
1520.65,2.54
1520.8,2.54
1520.95,2.54
1521.1,2.54
1521.26,2.53
1521.41,2.53
1521.56,2.53
1521.71,2.53
1521.87,2.53
1522.02,2.53
1522.17,2.54
1522.32,2.54
1522.48,2.53
1522.63,2.51
1522.78,2.49
1522.93,2.48
1523.09,2.49
1523.24,2.52
1523.39,2.55
1523.54,2.58
1523.7,2.59
1523.85,2.59
1524,2.6
1524.15,2.6
1524.3,2.6
1524.46,2.61
1524.61,2.62
1524.76,2.63
1524.91,2.63
1525.07,2.61
1525.22,2.59
1525.37,2.57
1525.52,2.55
1525.68,2.54
1525.83,2.53
1525.98,2.53
1526.13,2.53
1526.29,2.52
1526.44,2.5
1526.59,2.49
1526.74,2.47
1526.9,2.46
1527.05,2.46
1527.2,2.45
1527.35,2.45
1527.51,2.44
1527.66,2.44
1527.81,2.43
1527.96,2.42
1528.11,2.41
1528.27,2.39
1528.42,2.37
1528.57,2.36
1528.72,2.36
1528.88,2.35
1529.03,2.33
1529.18,2.29
1529.33,2.26
1529.49,2.25
1529.64,2.26
1529.79,2.29
1529.94,2.31
1530.1,2.34
1530.25,2.37
1530.4,2.39
1530.55,2.42
1530.71,2.43
1530.86,2.44
1531.01,2.45
1531.16,2.46
1531.32,2.46
1531.47,2.47
1531.62,2.48
1531.77,2.5
1531.92,2.53
1532.08,2.55
1532.23,2.55
1532.38,2.56
1532.53,2.56
1532.69,2.57
1532.84,2.58
1532.99,2.58
1533.14,2.57
1533.3,2.53
1533.45,2.49
1533.6,2.46
1533.75,2.42
1533.91,2.37
1534.06,2.3
1534.21,2.25
1534.36,2.23
1534.52,2.25
1534.67,2.32
1534.82,2.42
1534.97,2.5
1535.13,2.54
1535.28,2.52
1535.43,2.48
1535.58,2.45
1535.73,2.43
1535.89,2.42
1536.04,2.46
1536.19,2.52
1536.34,2.57
1536.5,2.6
1536.65,2.62
1536.8,2.61
1536.95,2.58
1537.11,2.55
1537.26,2.55
1537.41,2.54
1537.56,2.5
1537.72,2.43
1537.87,2.37
1538.02,2.34
1538.17,2.35
1538.33,2.4
1538.48,2.47
1538.63,2.51
1538.78,2.51
1538.94,2.5
1539.09,2.49
1539.24,2.48
1539.39,2.47
1539.54,2.46
1539.7,2.44
1539.85,2.42
1540,2.41
1540.15,2.42
1540.31,2.44
1540.46,2.47
1540.61,2.52
1540.76,2.57
1540.92,2.62
1541.07,2.63
1541.22,2.63
1541.37,2.61
1541.53,2.61
1541.68,2.63
1541.83,2.66
1541.98,2.69
1542.14,2.71
1542.29,2.71
1542.44,2.7
1542.59,2.67
1542.75,2.64
1542.9,2.63
1543.05,2.63
1543.2,2.64
1543.35,2.65
1543.51,2.66
1543.66,2.67
1543.81,2.67
1543.96,2.67
1544.12,2.64
1544.27,2.57
1544.42,2.48
1544.57,2.43
1544.73,2.42
1544.88,2.44
1545.03,2.49
1545.18,2.52
1545.34,2.53
1545.49,2.55
1545.64,2.59
1545.79,2.63
1545.95,2.65
1546.1,2.65
1546.25,2.65
1546.4,2.64
1546.56,2.64
1546.71,2.62
1546.86,2.59
1547.01,2.57
1547.16,2.56
1547.32,2.56
1547.47,2.53
1547.62,2.47
1547.77,2.39
1547.93,2.29
1548.08,2.17
1548.23,2.07
1548.38,2.03
1548.54,2.06
1548.69,2.16
1548.84,2.31
1548.99,2.4
1549.15,2.39
1549.3,2.33
1549.45,2.31
1549.6,2.34
1549.76,2.42
1549.91,2.51
1550.06,2.56
1550.21,2.56
1550.37,2.54
1550.52,2.52
1550.67,2.52
1550.82,2.52
1550.97,2.53
1551.13,2.54
1551.28,2.54
1551.43,2.53
1551.58,2.52
1551.74,2.51
1551.89,2.5
1552.04,2.5
1552.19,2.52
1552.35,2.54
1552.5,2.55
1552.65,2.55
1552.8,2.54
1552.96,2.51
1553.11,2.48
1553.26,2.45
1553.41,2.44
1553.57,2.45
1553.72,2.46
1553.87,2.48
1554.02,2.5
1554.18,2.48
1554.33,2.44
1554.48,2.4
1554.63,2.34
1554.78,2.3
1554.94,2.28
1555.09,2.29
1555.24,2.33
1555.39,2.38
1555.55,2.4
1555.7,2.4
1555.85,2.39
1556,2.38
1556.16,2.37
1556.31,2.36
1556.46,2.35
1556.61,2.35
1556.77,2.37
1556.92,2.4
1557.07,2.44
1557.22,2.46
1557.38,2.47
1557.53,2.48
1557.68,2.49
1557.83,2.51
1557.99,2.53
1558.14,2.54
1558.29,2.52
1558.44,2.5
1558.59,2.5
1558.75,2.52
1558.9,2.56
1559.05,2.59
1559.2,2.59
1559.36,2.57
1559.51,2.53
1559.66,2.5
1559.81,2.49
1559.97,2.49
1560.12,2.48
1560.27,2.48
1560.42,2.47
1560.58,2.47
1560.73,2.47
1560.88,2.48
1561.03,2.5
1561.19,2.52
1561.34,2.53
1561.49,2.52
1561.64,2.49
1561.8,2.44
1561.95,2.38
1562.1,2.33
1562.25,2.32
1562.4,2.35
1562.56,2.39
1562.71,2.42
1562.86,2.41
1563.01,2.38
1563.17,2.36
1563.32,2.36
1563.47,2.38
1563.62,2.41
1563.78,2.42
1563.93,2.43
1564.08,2.44
1564.23,2.44
1564.39,2.45
1564.54,2.45
1564.69,2.45
1564.84,2.45
1565,2.45
1565.15,2.46
1565.3,2.47
1565.45,2.49
1565.61,2.51
1565.76,2.53
1565.91,2.53
1566.06,2.54
1566.21,2.55
1566.37,2.57
1566.52,2.62
1566.67,2.65
1566.82,2.67
1566.98,2.64
1567.13,2.59
1567.28,2.53
1567.43,2.47
1567.59,2.45
1567.74,2.44
1567.89,2.45
1568.04,2.46
1568.2,2.46
1568.35,2.46
1568.5,2.45
1568.65,2.44
1568.81,2.44
1568.96,2.43
1569.11,2.43
1569.26,2.43
1569.42,2.44
1569.57,2.46
1569.72,2.47
1569.87,2.47
1570.02,2.43
1570.18,2.38
1570.33,2.33
1570.48,2.29
1570.63,2.26
1570.79,2.25
1570.94,2.26
1571.09,2.29
1571.24,2.3
1571.4,2.3
1571.55,2.29
1571.7,2.27
1571.85,2.27
1572.01,2.29
1572.16,2.32
1572.31,2.36
1572.46,2.39
1572.62,2.41
1572.77,2.42
1572.92,2.42
1573.07,2.41
1573.23,2.4
1573.38,2.39
1573.53,2.39
1573.68,2.4
1573.83,2.41
1573.99,2.42
1574.14,2.44
1574.29,2.45
1574.44,2.46
1574.6,2.45
1574.75,2.43
1574.9,2.41
1575.05,2.4
1575.21,2.38
1575.36,2.37
1575.51,2.36
1575.66,2.36
1575.82,2.37
1575.97,2.38
1576.12,2.4
1576.27,2.42
1576.43,2.43
1576.58,2.44
1576.73,2.45
1576.88,2.46
1577.04,2.47
1577.19,2.47
1577.34,2.47
1577.49,2.46
1577.64,2.44
1577.8,2.42
1577.95,2.42
1578.1,2.43
1578.25,2.44
1578.41,2.45
1578.56,2.46
1578.71,2.46
1578.86,2.48
1579.02,2.49
1579.17,2.5
1579.32,2.49
1579.47,2.48
1579.63,2.46
1579.78,2.45
1579.93,2.45
1580.08,2.44
1580.24,2.42
1580.39,2.4
1580.54,2.38
1580.69,2.37
1580.85,2.39
1581,2.42
1581.15,2.45
1581.3,2.46
1581.45,2.45
1581.61,2.42
1581.76,2.38
1581.91,2.34
1582.06,2.32
1582.22,2.32
1582.37,2.34
1582.52,2.35
1582.67,2.33
1582.83,2.29
1582.98,2.23
1583.13,2.18
1583.28,2.15
1583.44,2.13
1583.59,2.13
1583.74,2.16
1583.89,2.19
1584.05,2.22
1584.2,2.23
1584.35,2.25
1584.5,2.29
1584.66,2.35
1584.81,2.39
1584.96,2.4
1585.11,2.4
1585.26,2.39
1585.42,2.39
1585.57,2.4
1585.72,2.42
1585.87,2.42
1586.03,2.41
1586.18,2.4
1586.33,2.39
1586.48,2.39
1586.64,2.39
1586.79,2.41
1586.94,2.43
1587.09,2.46
1587.25,2.47
1587.4,2.47
1587.55,2.45
1587.7,2.43
1587.86,2.43
1588.01,2.43
1588.16,2.44
1588.31,2.45
1588.47,2.46
1588.62,2.47
1588.77,2.48
1588.92,2.49
1589.07,2.49
1589.23,2.49
1589.38,2.49
1589.53,2.48
1589.68,2.48
1589.84,2.48
1589.99,2.48
1590.14,2.47
1590.29,2.46
1590.45,2.45
1590.6,2.44
1590.75,2.43
1590.9,2.42
1591.06,2.41
1591.21,2.4
1591.36,2.41
1591.51,2.42
1591.67,2.43
1591.82,2.43
1591.97,2.42
1592.12,2.42
1592.28,2.41
1592.43,2.41
1592.58,2.41
1592.73,2.42
1592.88,2.42
1593.04,2.42
1593.19,2.42
1593.34,2.42
1593.49,2.41
1593.65,2.4
1593.8,2.39
1593.95,2.38
1594.1,2.36
1594.26,2.33
1594.41,2.29
1594.56,2.24
1594.71,2.22
1594.87,2.21
1595.02,2.23
1595.17,2.26
1595.32,2.3
1595.48,2.34
1595.63,2.38
1595.78,2.4
1595.93,2.4
1596.09,2.39
1596.24,2.39
1596.39,2.39
1596.54,2.41
1596.69,2.44
1596.85,2.46
1597,2.47
1597.15,2.47
1597.3,2.46
1597.46,2.46
1597.61,2.47
1597.76,2.47
1597.91,2.46
1598.07,2.43
1598.22,2.4
1598.37,2.38
1598.52,2.37
1598.68,2.36
1598.83,2.34
1598.98,2.31
1599.13,2.28
1599.29,2.28
1599.44,2.31
1599.59,2.37
1599.74,2.44
1599.9,2.51
1600.05,2.56
1600.2,2.58
1600.35,2.57
1600.5,2.55
1600.66,2.55
1600.81,2.55
1600.96,2.56
1601.11,2.55
1601.27,2.54
1601.42,2.53
1601.57,2.53
1601.72,2.53
1601.88,2.54
1602.03,2.54
1602.18,2.52
1602.33,2.5
1602.49,2.48
1602.64,2.45
1602.79,2.42
1602.94,2.4
1603.1,2.4
1603.25,2.42
1603.4,2.44
1603.55,2.45
1603.71,2.43
1603.86,2.38
1604.01,2.34
1604.16,2.31
1604.31,2.29
1604.47,2.28
1604.62,2.29
1604.77,2.3
1604.92,2.31
1605.08,2.34
1605.23,2.36
1605.38,2.38
1605.53,2.39
1605.69,2.4
1605.84,2.41
1605.99,2.44
1606.14,2.48
1606.3,2.52
1606.45,2.52
1606.6,2.49
1606.75,2.45
1606.91,2.44
1607.06,2.45
1607.21,2.46
1607.36,2.45
1607.52,2.43
1607.67,2.42
1607.82,2.42
1607.97,2.44
1608.12,2.48
1608.28,2.51
1608.43,2.53
1608.58,2.54
1608.73,2.54
1608.89,2.54
1609.04,2.55
1609.19,2.57
1609.34,2.58
1609.5,2.58
1609.65,2.56
1609.8,2.54
1609.95,2.54
1610.11,2.55
1610.26,2.58
1610.41,2.6
1610.56,2.61
1610.72,2.6
1610.87,2.58
1611.02,2.57
1611.17,2.56
1611.33,2.55
1611.48,2.54
1611.63,2.52
1611.78,2.5
1611.93,2.47
1612.09,2.46
1612.24,2.46
1612.39,2.47
1612.54,2.49
1612.7,2.5
1612.85,2.51
1613,2.51
1613.15,2.52
1613.31,2.54
1613.46,2.56
1613.61,2.58
1613.76,2.61
1613.92,2.65
1614.07,2.69
1614.22,2.68
1614.37,2.61
1614.53,2.5
1614.68,2.42
1614.83,2.4
1614.98,2.42
1615.14,2.47
1615.29,2.52
1615.44,2.56
1615.59,2.58
1615.74,2.62
1615.9,2.65
1616.05,2.67
1616.2,2.66
1616.35,2.66
1616.51,2.65
1616.66,2.64
1616.81,2.63
1616.96,2.6
1617.12,2.57
1617.27,2.54
1617.42,2.52
1617.57,2.5
1617.73,2.5
1617.88,2.5
1618.03,2.52
1618.18,2.53
1618.34,2.52
1618.49,2.49
1618.64,2.44
1618.79,2.4
1618.95,2.38
1619.1,2.38
1619.25,2.41
1619.4,2.46
1619.55,2.53
1619.71,2.58
1619.86,2.6
1620.01,2.62
1620.16,2.63
1620.32,2.65
1620.47,2.68
1620.62,2.71
1620.77,2.73
1620.93,2.74
1621.08,2.74
1621.23,2.71
1621.38,2.67
1621.54,2.59
1621.69,2.49
1621.84,2.4
1621.99,2.36
1622.15,2.38
1622.3,2.45
1622.45,2.56
1622.6,2.69
1622.76,2.77
1622.91,2.81
1623.06,2.81
1623.21,2.78
1623.36,2.76
1623.52,2.77
1623.67,2.79
1623.82,2.8
1623.97,2.78
1624.13,2.74
1624.28,2.69
1624.43,2.67
1624.58,2.67
1624.74,2.7
1624.89,2.74
1625.04,2.77
1625.19,2.77
1625.35,2.74
1625.5,2.7
1625.65,2.66
1625.8,2.63
1625.96,2.61
1626.11,2.6
1626.26,2.6
1626.41,2.6
1626.57,2.6
1626.72,2.61
1626.87,2.64
1627.02,2.67
1627.17,2.71
1627.33,2.73
1627.48,2.73
1627.63,2.72
1627.78,2.72
1627.94,2.74
1628.09,2.77
1628.24,2.8
1628.39,2.82
1628.55,2.84
1628.7,2.84
1628.85,2.84
1629,2.83
1629.16,2.81
1629.31,2.8
1629.46,2.82
1629.61,2.85
1629.77,2.88
1629.92,2.88
1630.07,2.87
1630.22,2.85
1630.38,2.86
1630.53,2.89
1630.68,2.89
1630.83,2.83
1630.98,2.73
1631.14,2.62
1631.29,2.55
1631.44,2.52
1631.59,2.52
1631.75,2.55
1631.9,2.59
1632.05,2.64
1632.2,2.65
1632.36,2.62
1632.51,2.58
1632.66,2.54
1632.81,2.52
1632.97,2.51
1633.12,2.52
1633.27,2.56
1633.42,2.63
1633.58,2.7
1633.73,2.75
1633.88,2.74
1634.03,2.7
1634.19,2.64
1634.34,2.58
1634.49,2.54
1634.64,2.54
1634.79,2.58
1634.95,2.65
1635.1,2.71
1635.25,2.73
1635.4,2.72
1635.56,2.72
1635.71,2.77
1635.86,2.86
1636.01,2.94
1636.17,2.96
1636.32,2.92
1636.47,2.88
1636.62,2.84
1636.78,2.83
1636.93,2.85
1637.08,2.88
1637.23,2.92
1637.39,2.96
1637.54,3
1637.69,3.01
1637.84,3.02
1638,3.01
1638.15,3.01
1638.3,3.01
1638.45,3
1638.6,2.98
1638.76,2.94
1638.91,2.89
1639.06,2.87
1639.21,2.87
1639.37,2.88
1639.52,2.89
1639.67,2.9
1639.82,2.89
1639.98,2.89
1640.13,2.88
1640.28,2.88
1640.43,2.87
1640.59,2.85
1640.74,2.81
1640.89,2.76
1641.04,2.72
1641.2,2.69
1641.35,2.67
1641.5,2.66
1641.65,2.66
1641.81,2.67
1641.96,2.7
1642.11,2.75
1642.26,2.81
1642.41,2.86
1642.57,2.88
1642.72,2.88
1642.87,2.88
1643.02,2.9
1643.18,2.93
1643.33,2.96
1643.48,2.99
1643.63,3.01
1643.79,3.01
1643.94,3
1644.09,2.97
1644.24,2.94
1644.4,2.91
1644.55,2.87
1644.7,2.77
1644.85,2.6
1645.01,2.48
1645.16,2.41
1645.31,2.36
1645.46,2.42
1645.62,2.56
1645.77,2.73
1645.92,2.86
1646.07,2.96
1646.22,3.03
1646.38,3.07
1646.53,3.09
1646.68,3.1
1646.83,3.09
1646.99,3.08
1647.14,3.06
1647.29,3.05
1647.44,3.05
1647.6,3.05
1647.75,3.06
1647.9,3.07
1648.05,3.08
1648.21,3.07
1648.36,3.06
1648.51,3.05
1648.66,3.04
1648.82,3.04
1648.97,3.05
1649.12,3.05
1649.27,3.04
1649.43,3.02
1649.58,3.01
1649.73,2.99
1649.88,2.98
1650.03,2.96
1650.19,2.93
1650.34,2.92
1650.49,2.9
1650.64,2.82
1650.8,2.66
1650.95,2.46
1651.1,2.31
1651.25,2.24
1651.41,2.19
1651.56,2.14
1651.71,2.12
1651.86,2.14
1652.02,2.2
1652.17,2.31
1652.32,2.44
1652.47,2.53
1652.63,2.59
1652.78,2.62
1652.93,2.63
1653.08,2.67
1653.24,2.74
1653.39,2.82
1653.54,2.88
1653.69,2.92
1653.84,2.96
1654,2.99
1654.15,3.01
1654.3,2.99
1654.45,2.96
1654.61,2.92
1654.76,2.88
1654.91,2.85
1655.06,2.85
1655.22,2.86
1655.37,2.89
1655.52,2.91
1655.67,2.93
1655.83,2.92
1655.98,2.9
1656.13,2.87
1656.28,2.84
1656.44,2.83
1656.59,2.83
1656.74,2.84
1656.89,2.84
1657.05,2.84
1657.2,2.84
1657.35,2.86
1657.5,2.89
1657.65,2.93
1657.81,2.96
1657.96,2.98
1658.11,2.99
1658.26,2.99
1658.42,2.98
1658.57,2.97
1658.72,2.94
1658.87,2.9
1659.03,2.87
1659.18,2.85
1659.33,2.85
1659.48,2.87
1659.64,2.9
1659.79,2.92
1659.94,2.93
1660.09,2.94
1660.25,2.94
1660.4,2.94
1660.55,2.94
1660.7,2.94
1660.86,2.94
1661.01,2.94
1661.16,2.92
1661.31,2.9
1661.46,2.88
1661.62,2.87
1661.77,2.87
1661.92,2.87
1662.07,2.85
1662.23,2.83
1662.38,2.81
1662.53,2.81
1662.68,2.82
1662.84,2.84
1662.99,2.86
1663.14,2.85
1663.29,2.83
1663.45,2.81
1663.6,2.8
1663.75,2.81
1663.9,2.83
1664.06,2.85
1664.21,2.83
1664.36,2.68
1664.51,2.34
1664.67,1.98
1664.82,1.74
1664.97,1.62
1665.12,1.61
1665.27,1.67
1665.43,1.76
1665.58,1.83
1665.73,1.87
1665.88,1.94
1666.04,2.07
1666.19,2.27
1666.34,2.51
1666.49,2.62
1666.65,2.62
1666.8,2.65
1666.95,2.7
1667.1,2.75
1667.26,2.74
1667.41,2.65
1667.56,2.55
1667.71,2.5
1667.87,2.51
1668.02,2.58
1668.17,2.67
1668.32,2.75
1668.48,2.79
1668.63,2.81
1668.78,2.81
1668.93,2.8
1669.08,2.76
1669.24,2.72
1669.39,2.7
1669.54,2.69
1669.69,2.65
1669.85,2.55
1670,2.41
1670.15,2.25
1670.3,2.1
1670.46,1.96
1670.61,1.85
1670.76,1.78
1670.91,1.74
1671.07,1.74
1671.22,1.74
1671.37,1.74
1671.52,1.74
1671.68,1.72
1671.83,1.7
1671.98,1.7
1672.13,1.74
1672.29,1.82
1672.44,1.91
1672.59,1.96
1672.74,1.95
1672.89,1.88
1673.05,1.81
1673.2,1.78
1673.35,1.79
1673.5,1.85
1673.66,1.9
1673.81,1.93
1673.96,1.94
1674.11,1.93
1674.27,1.93
1674.42,1.92
1674.57,1.91
1674.72,1.9
1674.88,1.88
1675.03,1.85
1675.18,1.82
1675.33,1.78
1675.49,1.75
1675.64,1.74
1675.79,1.75
1675.94,1.77
1676.1,1.79
1676.25,1.8
1676.4,1.8
1676.55,1.77
1676.7,1.75
1676.86,1.73
1677.01,1.73
1677.16,1.75
1677.31,1.77
1677.47,1.79
1677.62,1.8
1677.77,1.81
1677.92,1.82
1678.08,1.83
1678.23,1.83
1678.38,1.81
1678.53,1.75
1678.69,1.65
1678.84,1.6
1678.99,1.6
1679.14,1.6
1679.3,1.6
1679.45,1.62
1679.6,1.68
1679.75,1.71
1679.91,1.7
1680.06,1.66
1680.21,1.62
1680.36,1.63
1680.51,1.69
1680.67,1.78
1680.82,1.87
1680.97,1.93
1681.12,1.95
1681.28,1.95
1681.43,1.89
1681.58,1.76
1681.73,1.61
1681.89,1.6
1682.04,1.6
1682.19,1.6
1682.34,1.61
1682.5,1.7
1682.65,1.74
1682.8,1.72
1682.95,1.64
1683.11,1.6
1683.26,1.6
1683.41,1.6
1683.56,1.6
1683.72,1.6
1683.87,1.63
1684.02,1.69
1684.17,1.77
1684.32,1.84
1684.48,1.85
1684.63,1.82
1684.78,1.78
1684.93,1.77
1685.09,1.77
1685.24,1.78
1685.39,1.77
1685.54,1.75
1685.7,1.74
1685.85,1.73
1686,1.72
1686.15,1.68
1686.31,1.64
1686.46,1.6
1686.61,1.6
1686.76,1.6
1686.92,1.64
1687.07,1.74
1687.22,1.85
1687.37,1.93
1687.53,1.96
1687.68,1.98
1687.83,1.97
1687.98,1.92
1688.13,1.87
1688.29,1.85
1688.44,1.89
1688.59,2.01
1688.74,2.13
1688.9,2.15
1689.05,2.05
1689.2,1.93
1689.35,1.88
1689.51,1.89
1689.66,1.94
1689.81,1.98
1689.96,1.96
1690.12,1.9
1690.27,1.86
1690.42,1.88
1690.57,1.99
1690.73,2.2
1690.88,2.36
1691.03,2.37
1691.18,2.37
1691.34,2.41
1691.49,2.49
1691.64,2.6
1691.79,2.7
1691.94,2.75
1692.1,2.75
1692.25,2.74
1692.4,2.73
1692.55,2.62
1692.71,2.45
1692.86,2.31
1693.01,2.25
1693.16,2.3
1693.32,2.44
1693.47,2.63
1693.62,2.75
1693.77,2.8
1693.93,2.81
1694.08,2.84
1694.23,2.86
1694.38,2.87
1694.54,2.83
1694.69,2.74
1694.84,2.58
1694.99,2.43
1695.15,2.31
1695.3,2.23
1695.45,2.19
1695.6,2.19
1695.75,2.21
1695.91,2.27
1696.06,2.38
1696.21,2.49
1696.36,2.54
1696.52,2.46
1696.67,2.31
1696.82,2.19
1696.97,2.1
1697.13,2.05
1697.28,2.03
1697.43,2.06
1697.58,2.15
1697.74,2.3
1697.89,2.49
1698.04,2.67
1698.19,2.77
1698.35,2.8
1698.5,2.81
1698.65,2.81
1698.8,2.82
1698.96,2.83
1699.11,2.84
1699.26,2.84
1699.41,2.84
1699.56,2.84
1699.72,2.79
1699.87,2.6
1700.02,2.38
1700.17,2.27
1700.33,2.23
1700.48,2.25
1700.63,2.36
1700.78,2.51
1700.94,2.59
1701.09,2.62
1701.24,2.64
1701.39,2.67
1701.55,2.71
1701.7,2.75
1701.85,2.8
1702,2.82
1702.16,2.8
1702.31,2.71
1702.46,2.55
1702.61,2.42
1702.77,2.37
1702.92,2.4
1703.07,2.51
1703.22,2.64
1703.37,2.67
1703.53,2.63
1703.68,2.57
1703.83,2.52
